zip,State,cohort_population,total_population,pop_density,total_population_2019,cohort_population_2019,pop_density_2019,cohort_pop_change,cohort_pop_change_pc,pc_total_ethnicity,c_p_rank,c_pd_rank,c_yoy_rank,zip_code_rank
89301,NV,16,5032,0.32%,6053,9,0.15%,-1021,-11344.44%,0.00%,166155,7793,39127,11135
89191,NV,2,520,0.38%,614,3,0.49%,-94,-3133.33%,0.00%,203648,7169,38043,38460
89183,NV,266,31916,0.83%,33764,401,1.19%,-1848,-460.85%,0.01%,71074,4520,35606,3892
89179,,443,11282,3.93%,7541,447,5.93%,3741,836.91%,0.01%,56429,1087,3196,1074
89178,NV,957,35538,2.69%,36533,1356,3.71%,-995,-73.38%,0.02%,37937,1581,34160,1672
89169,NV,217,15257,1.42%,17823,181,1.02%,-2566,-1417.68%,0.00%,77636,2938,37056,4203
89166,NV,141,23043,0.61%,22787,134,0.59%,256,191.04%,0.00%,91958,5544,4844,3429
89158,,36,347,10.37%,0,0,NaN,347,0.00%,0.00%,140062,315,6033,5828
89156,NV,88,26475,0.33%,25643,81,0.32%,832,1027.16%,0.00%,108331,7641,2911,4600
89149,NV,373,37443,1.00%,35023,164,0.47%,2420,1475.61%,0.01%,61045,3935,2423,1470
89148,NV,4235,54470,7.77%,50156,3411,6.80%,4314,126.47%,0.10%,15510,473,5145,87
89147,NV,3429,48277,7.10%,48446,4064,8.39%,-169,-4.16%,0.08%,17827,524,33602,732
89146,NV,840,18363,4.57%,17105,695,4.06%,1258,181.01%,0.02%,40623,930,4900,564
89145,NV,398,22137,1.80%,22116,398,1.80%,21,5.28%,0.01%,59341,2328,5967,1415
89144,NV,689,18480,3.73%,18740,416,2.22%,-260,-62.50%,0.02%,45231,1136,34069,1977
89142,NV,174,30134,0.58%,31659,192,0.61%,-1525,-794.27%,0.00%,84849,5752,36286,4966
89141,NV,925,33234,2.78%,33228,338,1.02%,6,1.78%,0.02%,38662,1541,6010,578
89139,NV,2084,37591,5.54%,35697,1626,4.56%,1894,116.48%,0.05%,24256,719,5193,213
89138,,745,17821,4.18%,16726,569,3.40%,1095,192.44%,0.02%,43325,1023,4841,657
89135,NV,685,28416,2.41%,28151,1015,3.61%,265,26.11%,0.02%,45379,1766,5798,810
89134,NV,708,22695,3.12%,24377,496,2.03%,-1682,-339.11%,0.02%,44553,1373,35270,2030
89131,NV,76,45282,0.17%,46340,156,0.34%,-1058,-678.21%,0.00%,113663,9567,36063,7215
89130,NV,200,28529,0.70%,30360,299,0.98%,-1831,-612.37%,0.00%,80277,5118,35927,4590
89129,NV,227,47882,0.47%,49581,289,0.58%,-1699,-587.89%,0.01%,76168,6451,35879,4485
89128,NV,273,33449,0.82%,31348,437,1.39%,2101,480.78%,0.01%,70275,4585,3921,2063
89124,,4,511,0.78%,1305,0,0.00%,-794,0.00%,0.00%,196976,4720,6033,9802
89123,NV,1356,54400,2.49%,55219,836,1.51%,-819,-97.97%,0.03%,31274,1710,34303,1386
89122,NV,183,44906,0.41%,41411,165,0.40%,3495,2118.18%,0.00%,83167,6954,1912,2903
89121,NV,180,55900,0.32%,54809,194,0.35%,1091,562.37%,0.00%,83692,7757,3714,3117
89120,NV,39,22343,0.17%,22173,65,0.29%,170,261.54%,0.00%,137376,9468,4546,6711
89119,NV,400,41217,0.97%,41122,398,0.97%,95,23.87%,0.01%,59199,4033,5824,1558
89118,NV,611,20233,3.02%,19797,544,2.75%,436,80.15%,0.01%,48093,1421,5427,864
89117,NV,2022,49730,4.07%,51041,2205,4.32%,-1311,-59.46%,0.05%,24714,1054,34051,1033
89115,NV,26,49529,0.05%,49274,25,0.05%,255,1020.00%,0.00%,151134,11272,2917,7689
89113,NV,2479,31467,7.88%,29612,1865,6.30%,1855,99.46%,0.06%,21775,467,5298,182
89110,NV,126,60746,0.21%,63547,228,0.36%,-2801,-1228.51%,0.00%,95799,9042,36853,6069
89109,NV,237,4362,5.43%,6470,268,4.14%,-2108,-786.57%,0.01%,74776,742,36267,3703
89108,NV,347,59784,0.58%,63105,276,0.44%,-3321,-1203.26%,0.01%,63046,5733,36834,3624
89107,NV,626,33648,1.86%,35342,393,1.11%,-1694,-431.04%,0.01%,47509,2255,35539,2289
89106,NV,77,15855,0.49%,15247,10,0.07%,608,6080.00%,0.00%,113180,6373,797,4612
89104,NV,31,35236,0.09%,35674,66,0.19%,-438,-663.64%,0.00%,145282,10743,36039,9235
89103,NV,2009,46538,4.32%,48166,2387,4.96%,-1628,-68.20%,0.05%,24821,991,34126,1035
89102,NV,1055,34382,3.07%,35946,905,2.52%,-1564,-172.82%,0.02%,35943,1400,34650,1575
89101,NV,335,37030,0.90%,35269,149,0.42%,1761,1181.88%,0.01%,64093,4236,2699,1673
89085,,132,3277,4.03%,3824,86,2.25%,-547,-636.05%,0.00%,94183,1065,35982,4953
89084,NV,173,25962,0.67%,22792,218,0.96%,3170,1454.13%,0.00%,85061,5271,2444,2841
89081,NV,249,27758,0.90%,25515,141,0.55%,2243,1590.78%,0.01%,73181,4264,2310,2095
89074,NV,591,45838,1.29%,47114,854,1.81%,-1276,-149.41%,0.01%,48922,3194,34552,2425
89060,NV,60,10093,0.59%,7817,0,0.00%,2276,0.00%,0.00%,122227,5654,6033,5390
89052,NV,1756,52181,3.37%,50959,1251,2.45%,1222,97.68%,0.04%,26889,1269,5311,281
89048,NV,26,20416,0.13%,18012,32,0.18%,2404,7512.50%,0.00%,151134,10133,625,7428
89044,NV,1018,24311,4.19%,20367,728,3.57%,3944,541.76%,0.02%,36684,1021,3764,440
89034,,25,2931,0.85%,0,0,NaN,2931,0.00%,0.00%,152390,4437,6033,7110
89032,NV,218,34086,0.64%,32395,242,0.75%,1691,698.76%,0.00%,77496,5406,3439,2525
89031,NV,162,55229,0.29%,54776,94,0.17%,453,481.91%,0.00%,87280,8045,3916,3394
89030,NV,86,41689,0.21%,40276,49,0.12%,1413,2883.67%,0.00%,109177,9060,1533,4739
89029,NV,18,7564,0.24%,7056,44,0.62%,508,1154.55%,0.00%,162669,8668,2740,8042
89027,NV,126,18119,0.70%,19578,92,0.47%,-1459,-1585.87%,0.00%,95799,5134,37200,5620
89015,NV,120,35905,0.33%,34747,201,0.58%,1158,576.12%,0.00%,97467,7621,3683,3936
89014,NV,443,34428,1.29%,33449,379,1.13%,979,258.31%,0.01%,56429,3198,4556,1314
89012,NV,570,34370,1.66%,33292,461,1.38%,1078,233.84%,0.01%,49834,2530,4657,983
89011,NV,46,29264,0.16%,25808,45,0.17%,3456,7680.00%,0.00%,131583,9707,605,6128
89005,NV,42,13373,0.31%,15050,11,0.07%,-1677,-15245.45%,0.00%,134779,7836,39253,8467
89002,NV,151,35616,0.42%,33332,140,0.42%,2284,1631.43%,0.00%,89574,6815,2276,3275
88340,,12,379,3.17%,387,8,2.07%,-8,-100.00%,0.00%,174279,1350,34311,9745
88311,,12,1180,1.02%,1225,20,1.63%,-45,-225.00%,0.00%,174279,3879,34873,10905
88310,NM,33,33902,0.10%,33001,139,0.42%,901,648.20%,0.00%,143140,10597,3531,7157
88240,NM,6,33682,0.02%,33263,3,0.01%,419,13966.67%,0.00%,190740,11737,286,9947
88220,NM,27,28982,0.09%,26680,62,0.23%,2302,3712.90%,0.00%,149908,10662,1246,7454
88201,NM,20,23055,0.09%,23417,6,0.03%,-362,-6033.33%,0.00%,159334,10757,38705,11054
88130,NM,30,15568,0.19%,14008,31,0.22%,1560,5032.26%,0.00%,146389,9224,957,7024
88081,NM,8,15326,0.05%,16013,6,0.04%,-687,-11450.00%,0.00%,184591,11280,39132,38229
88061,NM,3,16632,0.02%,16139,4,0.02%,493,12325.00%,0.00%,200287,11735,330,11335
88044,,11,3115,0.35%,3153,25,0.79%,-38,-152.00%,0.00%,176579,7441,34566,11445
88012,NM,20,28946,0.07%,27797,42,0.15%,1149,2735.71%,0.00%,159334,11021,1603,8063
88011,NM,166,30489,0.54%,28603,223,0.78%,1886,845.74%,0.00%,86462,5966,3183,3045
88008,NM,63,10983,0.57%,8538,61,0.71%,2445,4008.20%,0.00%,120464,5775,1160,5001
88007,NM,70,22990,0.30%,21938,43,0.20%,1052,2446.51%,0.00%,116684,7920,1738,5059
88005,NM,13,28292,0.05%,24774,66,0.27%,3518,5330.30%,0.00%,172102,11384,903,8818
88002,NM,51,935,5.45%,818,0,0.00%,117,0.00%,0.00%,127917,738,6033,5134
88001,NM,67,36580,0.18%,32543,58,0.18%,4037,6960.34%,0.00%,118210,9345,679,5274
87801,NM,94,6758,1.39%,6111,387,6.33%,647,167.18%,0.00%,105996,2996,4959,3964
87731,,7,301,2.33%,120,0,0.00%,181,0.00%,0.00%,187653,1833,6033,8913
87701,NM,10,12540,0.08%,10137,51,0.50%,2403,4711.76%,0.00%,179075,10858,1002,9179
87547,NM,41,5271,0.78%,0,0,NaN,5271,0.00%,0.00%,135641,4740,6033,6098
87544,NM,573,13035,4.40%,17110,454,2.65%,-4075,-897.58%,0.01%,49695,973,36446,2321
87532,NM,17,13787,0.12%,9247,37,0.40%,4540,12270.27%,0.00%,164328,10207,331,8184
87508,NM,42,18018,0.23%,18412,13,0.07%,-394,-3030.77%,0.00%,134779,8740,38006,8501
87507,NM,397,50702,0.78%,46262,193,0.42%,4440,2300.52%,0.01%,59407,4719,1810,1439
87506,NM,45,12357,0.36%,10788,14,0.13%,1569,11207.14%,0.00%,132388,7341,373,5869
87505,NM,100,30703,0.33%,28087,108,0.38%,2616,2422.22%,0.00%,103855,7715,1748,4235
87501,NM,33,15256,0.22%,14721,30,0.20%,535,1783.33%,0.00%,143140,8927,2164,6852
87418,NM,5,532,0.94%,754,6,0.80%,-222,-3700.00%,0.00%,193878,4130,38240,38098
87413,NM,9,9455,0.10%,11509,4,0.03%,-2054,-51350.00%,0.00%,181716,10626,39457,38147
87410,NM,43,10652,0.40%,12930,0,0.00%,-2278,0.00%,0.00%,133990,6995,6033,6284
87401,NM,11,25447,0.04%,26644,68,0.26%,-1197,-1760.29%,0.00%,176579,11429,37344,12421
87301,NM,5,11399,0.04%,11982,12,0.10%,-583,-4858.33%,0.00%,193878,11418,38504,38433
87144,NM,131,46351,0.28%,37416,55,0.15%,8935,16245.45%,0.00%,94447,8146,232,3602
87124,NM,195,52324,0.37%,47805,205,0.43%,4519,2204.39%,0.00%,81087,7261,1858,2812
87123,NM,255,38862,0.66%,38197,368,0.96%,665,180.71%,0.01%,72407,5330,4901,2310
87122,NM,536,18270,2.93%,17653,762,4.32%,617,80.97%,0.01%,51431,1460,5419,992
87121,NM,16,67085,0.02%,66698,77,0.12%,387,502.60%,0.00%,166155,11676,3860,8685
87120,NM,97,57056,0.17%,52774,165,0.31%,4282,2595.15%,0.00%,104898,9537,1666,4529
87114,NM,252,64294,0.39%,59465,234,0.39%,4829,2063.68%,0.01%,72819,7096,1954,2373
87113,NM,787,15358,5.12%,13902,340,2.45%,1456,428.24%,0.02%,42052,798,4060,574
87112,NM,349,39543,0.88%,34003,228,0.67%,5540,2429.82%,0.01%,62908,4321,1744,1568
87111,NM,594,54662,1.09%,53080,625,1.18%,1582,253.12%,0.01%,48791,3675,4584,1021
87110,NM,301,38945,0.77%,34997,255,0.73%,3948,1548.24%,0.01%,67325,4772,2346,1855
87109,NM,192,36783,0.52%,35315,145,0.41%,1468,1012.41%,0.00%,81582,6109,2934,2771
87108,NM,32,31165,0.10%,30226,49,0.16%,939,1916.33%,0.00%,144181,10515,2063,7108
87107,NM,64,23478,0.27%,26882,36,0.13%,-3404,-9455.56%,0.00%,119929,8270,39032,7625
87106,NM,216,24682,0.88%,24087,152,0.63%,595,391.45%,0.00%,77781,4350,4155,2468
87105,NM,9,47612,0.02%,49866,83,0.17%,-2254,-2715.66%,0.00%,181716,11723,37891,38159
87104,NM,7,12145,0.06%,12962,22,0.17%,-817,-3713.64%,0.00%,187653,11201,38242,38277
87102,NM,94,17018,0.55%,16739,72,0.43%,279,387.50%,0.00%,105996,5906,4167,4299
87068,NM,56,3292,1.70%,3226,68,2.11%,66,97.06%,0.00%,124712,2464,5313,5100
87059,,45,9585,0.47%,10058,141,1.40%,-473,-335.46%,0.00%,132388,6485,35258,7924
87048,,17,8606,0.20%,8974,16,0.18%,-368,-2300.00%,0.00%,164328,9178,37682,11104
87043,NM,17,4051,0.42%,5101,16,0.31%,-1050,-6562.50%,0.00%,164328,6860,38775,10900
87035,NM,87,5253,1.66%,4912,0,0.00%,341,0.00%,0.00%,108779,2535,6033,4159
87031,NM,28,37169,0.08%,38167,0,0.00%,-998,0.00%,0.00%,148684,10919,6033,7683
87007,NM,1,52,1.92%,43,0,0.00%,9,0.00%,0.00%,207192,2190,6033,10956
86511,AZ,39,85,45.88%,93,0,0.00%,-8,0.00%,0.00%,137376,7,6033,5628
86504,,13,271,4.80%,328,26,7.93%,-57,-219.23%,0.00%,172102,874,34846,9597
86440,AZ,6,7325,0.08%,5702,5,0.09%,1623,32460.00%,0.00%,190740,10831,83,9805
86426,AZ,13,13096,0.10%,14005,25,0.18%,-909,-3636.00%,0.00%,172102,10567,38222,11746
86413,AZ,3,10597,0.03%,10931,5,0.05%,-334,-6680.00%,0.00%,200287,11633,38785,38603
86409,AZ,29,25295,0.11%,24440,17,0.07%,855,5029.41%,0.00%,147522,10332,958,7238
86404,AZ,63,18639,0.34%,17782,95,0.53%,857,902.11%,0.00%,120464,7586,3086,5334
86403,AZ,44,17985,0.24%,16374,20,0.12%,1611,8055.00%,0.00%,133168,8593,576,6084
86401,AZ,15,26414,0.06%,22963,25,0.11%,3451,13804.00%,0.00%,168033,11213,294,8531
86351,AZ,52,6948,0.75%,6811,64,0.94%,137,214.06%,0.00%,127257,4880,4741,5519
86337,AZ,22,1977,1.11%,1592,0,0.00%,385,0.00%,0.00%,156355,3609,6033,7263
86336,AZ,88,11486,0.77%,11332,77,0.68%,154,200.00%,0.00%,108331,4797,4808,4340
86335,AZ,1,5685,0.02%,3968,0,0.00%,1717,0.00%,0.00%,207192,11739,6033,12403
86334,AZ,14,4878,0.29%,6344,17,0.27%,-1466,-8623.53%,0.00%,170039,8106,38961,11401
86333,AZ,7,6366,0.11%,7234,10,0.14%,-868,-8680.00%,0.00%,187653,10407,38966,38262
86326,AZ,29,24680,0.12%,23384,12,0.05%,1296,10800.00%,0.00%,147522,10286,390,7192
86322,AZ,68,11300,0.60%,10255,0,0.00%,1045,0.00%,0.00%,117695,5615,6033,5102
86315,,15,10152,0.15%,7981,0,0.00%,2171,0.00%,0.00%,168033,9841,6033,8711
86314,AZ,74,39165,0.19%,37515,172,0.46%,1650,959.30%,0.00%,114651,9278,3002,5180
86305,AZ,59,18585,0.32%,19736,32,0.16%,-1151,-3596.87%,0.00%,122882,7796,38212,7695
86303,AZ,116,19239,0.60%,18368,146,0.79%,871,596.58%,0.00%,98682,5606,3647,3757
86301,AZ,86,27679,0.31%,24990,10,0.04%,2689,26890.00%,0.00%,109177,7862,117,4490
86046,AZ,11,5570,0.20%,5276,12,0.23%,294,2450.00%,0.00%,176579,9179,1737,8867
86040,AZ,20,4553,0.44%,4695,0,0.00%,-142,0.00%,0.00%,159334,6703,6033,7812
86032,,2,2188,0.09%,1980,0,0.00%,208,0.00%,0.00%,203648,10689,6033,11721
86022,AZ,5,1545,0.32%,1684,4,0.24%,-139,-3475.00%,0.00%,193878,7741,38175,38264
86015,,153,709,21.58%,141,0,0.00%,568,0.00%,0.00%,89154,84,6033,2703
86011,,20,2406,0.83%,7849,101,1.29%,-5443,-5389.11%,0.00%,159334,4530,38609,9508
86005,AZ,142,15654,0.91%,0,0,NaN,15654,0.00%,0.00%,91698,4228,6033,3320
86004,AZ,13,31537,0.04%,31034,50,0.16%,503,1006.00%,0.00%,172102,11459,2942,8949
86001,AZ,541,29167,1.85%,43210,813,1.88%,-14043,-1727.31%,0.01%,51182,2262,37307,2585
85933,AZ,50,3231,1.55%,2984,0,0.00%,247,0.00%,0.00%,128647,2697,6033,5416
85929,AZ,33,6888,0.48%,6968,0,0.00%,-80,0.00%,0.00%,143140,6417,6033,6782
85901,AZ,50,16547,0.30%,17792,67,0.38%,-1245,-1858.21%,0.00%,128647,7944,37421,8004
85757,,76,18326,0.41%,17254,32,0.19%,1072,3350.00%,0.00%,113663,6890,1358,4737
85756,AZ,112,32465,0.34%,38451,100,0.26%,-5986,-5986.00%,0.00%,99917,7501,38696,6255
85755,AZ,85,18231,0.47%,18763,75,0.40%,-532,-709.33%,0.00%,109634,6518,36125,6577
85750,AZ,281,26475,1.06%,27076,333,1.23%,-601,-180.48%,0.01%,69377,3755,34686,3638
85749,AZ,101,20251,0.50%,19801,73,0.37%,450,616.44%,0.00%,103492,6271,3593,4145
85748,AZ,245,20334,1.20%,19559,145,0.74%,775,534.48%,0.01%,73702,3390,3791,2103
85747,AZ,300,26544,1.13%,27243,107,0.39%,-699,-653.27%,0.01%,67428,3561,36016,3579
85746,AZ,45,44086,0.10%,42883,73,0.17%,1203,1647.95%,0.00%,132388,10530,2267,6388
85745,AZ,766,39037,1.96%,41495,724,1.74%,-2458,-339.50%,0.02%,42684,2154,35273,2016
85743,AZ,200,30643,0.65%,33115,342,1.03%,-2472,-722.81%,0.00%,80277,5345,36151,4632
85742,AZ,132,31313,0.42%,31018,180,0.58%,295,163.89%,0.00%,94183,6844,4974,3724
85741,AZ,490,34576,1.42%,36471,283,0.78%,-1895,-669.61%,0.01%,53748,2945,36048,2719
85739,AZ,74,19250,0.38%,22411,116,0.52%,-3161,-2725.00%,0.00%,114651,7175,37896,7084
85737,AZ,251,23969,1.05%,24382,189,0.78%,-413,-218.52%,0.01%,72943,3802,34843,3871
85736,,17,4393,0.39%,4168,24,0.58%,225,937.50%,0.00%,164328,7149,3031,7991
85735,AZ,41,8789,0.47%,9360,46,0.49%,-571,-1241.30%,0.00%,135641,6514,36867,8217
85730,AZ,167,36420,0.46%,36379,54,0.15%,41,75.93%,0.00%,86269,6562,5459,3233
85719,AZ,731,45902,1.59%,46570,1196,2.57%,-668,-55.85%,0.02%,43823,2618,34023,2055
85718,AZ,539,28066,1.92%,27471,466,1.70%,595,127.68%,0.01%,51293,2195,5141,1028
85716,AZ,221,30699,0.72%,28513,452,1.59%,2186,483.63%,0.01%,77070,5027,3912,2482
85715,AZ,216,19558,1.10%,17739,317,1.79%,1819,573.82%,0.00%,77781,3629,3688,2363
85713,AZ,124,42610,0.29%,43563,123,0.28%,-953,-774.80%,0.00%,96365,8068,36247,5946
85712,AZ,191,30949,0.62%,29800,245,0.82%,1149,468.98%,0.00%,81776,5517,3942,2773
85711,AZ,268,39235,0.68%,39341,367,0.93%,-106,-28.88%,0.01%,70838,5193,33837,3845
85710,AZ,149,49794,0.30%,53115,247,0.47%,-3321,-1344.53%,0.00%,90054,7982,36979,5599
85706,AZ,130,54951,0.24%,52882,89,0.17%,2069,2324.72%,0.00%,94720,8684,1803,3777
85705,AZ,415,54177,0.77%,53500,427,0.80%,677,158.55%,0.01%,58216,4799,5003,1544
85704,AZ,772,37152,2.08%,34470,531,1.54%,2682,505.08%,0.02%,42498,2044,3854,663
85701,AZ,80,5683,1.41%,5385,36,0.67%,298,827.78%,0.00%,111786,2961,3213,4223
85658,AZ,74,16141,0.46%,12777,66,0.52%,3364,5096.97%,0.00%,114651,6563,939,4729
85650,AZ,102,12779,0.80%,14499,105,0.72%,-1720,-1638.10%,0.00%,103164,4656,37242,6014
85645,AZ,21,1591,1.32%,2464,10,0.41%,-873,-8730.00%,0.00%,157857,3128,38973,9253
85643,AZ,17,8038,0.21%,8538,0,0.00%,-500,0.00%,0.00%,164328,8986,6033,8380
85641,AZ,362,30647,1.18%,27509,170,0.62%,3138,1845.88%,0.01%,61871,3448,2119,1450
85635,AZ,93,31462,0.30%,30694,142,0.46%,768,540.85%,0.00%,106358,8018,3766,4566
85629,AZ,199,27324,0.73%,23545,125,0.53%,3779,3023.20%,0.00%,80432,4985,1487,2535
85621,AZ,23,21438,0.11%,22060,43,0.19%,-622,-1446.51%,0.00%,155040,10444,37085,9841
85615,AZ,35,9684,0.36%,10421,10,0.10%,-737,-7370.00%,0.00%,141014,7371,38860,8759
85614,AZ,43,25115,0.17%,25006,19,0.08%,109,573.68%,0.00%,133990,9509,3689,6449
85613,AZ,4,3462,0.12%,4350,5,0.11%,-888,-17760.00%,0.00%,196976,10321,39293,38485
85611,,10,1272,0.79%,839,0,0.00%,433,0.00%,0.00%,179075,4707,6033,8754
85606,,7,944,0.74%,972,0,0.00%,-28,0.00%,0.00%,187653,4913,6033,9285
85552,AZ,4,3842,0.10%,3565,17,0.48%,277,1629.41%,0.00%,196976,10493,2281,11097
85541,AZ,11,22868,0.05%,21521,0,0.00%,1347,0.00%,0.00%,176579,11345,6033,9395
85539,AZ,117,2918,4.01%,4386,106,2.42%,-1468,-1384.91%,0.00%,98380,1071,37021,5271
85501,AZ,20,11300,0.18%,12308,23,0.19%,-1008,-4382.61%,0.00%,159334,9431,38415,10888
85396,AZ,105,32893,0.32%,19646,48,0.24%,13247,27597.92%,0.00%,102132,7779,114,4014
85395,AZ,236,34333,0.69%,29502,345,1.17%,4831,1400.29%,0.01%,74928,5165,2489,2294
85392,AZ,234,33035,0.71%,33992,343,1.01%,-957,-279.01%,0.01%,75199,5083,35073,4193
85390,AZ,1,7613,0.01%,8283,0,0.00%,-670,0.00%,0.00%,207192,11797,6033,12429
85388,AZ,5,30591,0.02%,26862,15,0.06%,3729,24860.00%,0.00%,193878,11758,135,10949
85387,AZ,56,13831,0.40%,11100,79,0.71%,2731,3456.96%,0.00%,124712,6983,1321,5410
85383,AZ,521,68256,0.76%,55163,209,0.38%,13093,6264.59%,0.01%,52184,4811,759,1103
85382,AZ,661,41077,1.61%,38429,402,1.05%,2648,658.71%,0.02%,46188,2595,3503,816
85381,AZ,111,25035,0.44%,24600,159,0.65%,435,273.58%,0.00%,100233,6674,4499,4038
85379,AZ,141,42868,0.33%,44792,67,0.15%,-1924,-2871.64%,0.00%,91958,7682,37955,5736
85378,AZ,12,9027,0.13%,0,0,NaN,9027,0.00%,0.00%,174279,10042,6033,9081
85375,AZ,61,29469,0.21%,31391,30,0.10%,-1922,-6406.67%,0.00%,121614,9050,38754,7799
85374,AZ,103,40308,0.26%,47276,110,0.23%,-6968,-6334.55%,0.00%,102809,8462,38743,6560
85373,,32,20653,0.15%,19757,88,0.45%,896,1018.18%,0.00%,144181,9742,2923,7069
85365,AZ,35,45215,0.08%,48966,123,0.25%,-3751,-3049.59%,0.00%,141014,10878,38014,9109
85364,AZ,44,69048,0.06%,70269,91,0.13%,-1221,-1341.76%,0.00%,133168,11097,36975,8634
85363,,9,5629,0.16%,6122,8,0.13%,-493,-6162.50%,0.00%,181716,9671,38725,12691
85361,AZ,15,4934,0.30%,5848,12,0.21%,-914,-7616.67%,0.00%,168033,7923,38881,11247
85355,,12,11602,0.10%,12944,9,0.07%,-1342,-14911.11%,0.00%,174279,10507,39247,11971
85351,AZ,59,30856,0.19%,31245,41,0.13%,-389,-948.78%,0.00%,122882,9248,36523,7765
85346,AZ,79,2188,3.61%,4625,114,2.46%,-2437,-2137.72%,0.00%,112263,1183,37587,6171
85345,AZ,160,55760,0.29%,54517,116,0.21%,1243,1071.55%,0.00%,87681,8108,2843,3360
85340,AZ,156,30541,0.51%,29958,225,0.75%,583,259.11%,0.00%,88510,6193,4554,3272
85339,AZ,173,40370,0.43%,36794,173,0.47%,3576,2067.05%,0.00%,85061,6788,1951,2981
85338,AZ,88,55370,0.16%,46526,104,0.22%,8844,8503.85%,0.00%,108331,9683,548,4693
85335,AZ,43,28849,0.15%,31770,71,0.22%,-2921,-4114.08%,0.00%,133990,9824,38344,8620
85331,AZ,164,31918,0.51%,30865,184,0.60%,1053,572.28%,0.00%,86882,6177,3693,3119
85326,AZ,10,63741,0.02%,54107,39,0.07%,9634,24702.56%,0.00%,179075,11767,136,9231
85323,AZ,35,37343,0.09%,38171,56,0.15%,-828,-1478.57%,0.00%,141014,10647,37115,9028
85310,AZ,274,18051,1.52%,20420,260,1.27%,-2369,-911.15%,0.01%,70150,2758,36470,3676
85308,AZ,857,64212,1.33%,67590,941,1.39%,-3378,-358.98%,0.02%,40230,3100,35325,1989
85307,AZ,46,9958,0.46%,9711,66,0.68%,247,374.24%,0.00%,131583,6548,4201,5956
85306,AZ,153,22731,0.67%,25114,122,0.49%,-2383,-1953.28%,0.00%,89154,5242,37491,5245
85305,AZ,177,12529,1.41%,12475,125,1.00%,54,43.20%,0.00%,84288,2952,5667,2728
85304,AZ,213,28138,0.76%,27567,189,0.69%,571,302.12%,0.00%,78221,4842,4411,2556
85303,AZ,90,30123,0.30%,30555,74,0.24%,-432,-583.78%,0.00%,107533,7989,35867,6615
85302,AZ,372,36989,1.01%,37118,87,0.23%,-129,-148.28%,0.01%,61120,3908,34549,3150
85301,AZ,151,59460,0.25%,60578,190,0.31%,-1118,-588.42%,0.00%,89574,8482,35880,5558
85298,AZ,783,40083,1.95%,29381,612,2.08%,10702,1748.69%,0.02%,42160,2161,2187,600
85297,AZ,552,32749,1.69%,30126,425,1.41%,2623,617.18%,0.01%,50700,2481,3586,973
85296,AZ,287,45555,0.63%,40404,287,0.71%,5151,1794.77%,0.01%,68762,5451,2156,1991
85295,AZ,1001,49202,2.03%,38709,871,2.25%,10493,1204.71%,0.02%,36986,2087,2679,477
85286,AZ,1962,41848,4.69%,39869,1512,3.79%,1979,130.89%,0.04%,25187,901,5128,237
85284,AZ,282,18374,1.53%,20008,402,2.01%,-1634,-406.47%,0.01%,69276,2720,35477,3554
85283,AZ,1084,41929,2.59%,45810,793,1.73%,-3881,-489.41%,0.02%,35435,1639,35665,1627
85282,AZ,676,49912,1.35%,53723,1014,1.89%,-3811,-375.84%,0.02%,45696,3065,35378,2275
85281,AZ,2161,56901,3.80%,59998,2956,4.93%,-3097,-104.77%,0.05%,23710,1120,34332,1008
85268,AZ,35,22519,0.16%,25529,403,1.58%,-3010,-746.90%,0.00%,141014,9737,36199,8868
85266,AZ,100,13309,0.75%,14199,126,0.89%,-890,-706.35%,0.00%,103855,4866,36119,6013
85263,,15,3432,0.44%,3672,16,0.44%,-240,-1500.00%,0.00%,168033,6719,37131,11007
85262,AZ,23,12422,0.19%,11499,118,1.03%,923,782.20%,0.00%,155040,9322,3282,7711
85260,AZ,338,36534,0.93%,40237,331,0.82%,-3703,-1118.73%,0.01%,63838,4171,36743,3486
85259,AZ,501,20873,2.40%,23217,705,3.04%,-2344,-332.48%,0.01%,53172,1777,35245,2540
85258,AZ,282,26986,1.04%,29363,269,0.92%,-2377,-883.64%,0.01%,69276,3806,36433,3743
85257,AZ,248,30230,0.82%,32955,251,0.76%,-2725,-1085.66%,0.01%,73290,4566,36702,4104
85255,AZ,563,41712,1.35%,43865,633,1.44%,-2153,-340.13%,0.01%,50155,3076,35278,2514
85254,AZ,290,44276,0.65%,46620,550,1.18%,-2344,-426.18%,0.01%,68440,5338,35529,3822
85253,AZ,167,17499,0.95%,19671,206,1.05%,-2172,-1054.37%,0.00%,86269,4081,36671,4886
85251,AZ,184,43015,0.43%,45208,268,0.59%,-2193,-818.28%,0.00%,82996,6794,36331,4982
85250,AZ,52,16933,0.31%,19700,112,0.57%,-2767,-2470.54%,0.00%,127257,7895,37779,7938
85249,AZ,1536,42396,3.62%,37719,835,2.21%,4677,560.12%,0.03%,29149,1178,3718,291
85248,AZ,1283,35295,3.64%,35494,956,2.69%,-199,-20.82%,0.03%,32242,1172,33769,1359
85234,AZ,294,48347,0.61%,44696,694,1.55%,3651,526.08%,0.01%,68041,5570,3811,2049
85233,AZ,747,36071,2.07%,34465,458,1.33%,1606,350.66%,0.02%,43255,2051,4260,702
85226,AZ,786,37687,2.09%,35719,775,2.17%,1968,253.94%,0.02%,42071,2031,4581,674
